Devis_ID	Unité	Client	Type_Travail	Montant_HT	Coefficient	Numéro_OA	Count_OA	Statut	État	Description	Date_RFQ	Acheteur
PI26093	SEMC	SEMC	Fourniture	6384672	1	Lost	0	Terminé	Closed	Fourniture d'un Traceur de de cable reseau M12/M8	2026-02-04	Voltaire Tchotchou
PI26094	SEMC	SEMC	Fourniture	1501856	1	Lost	0	Terminé	Closed	Fourniture Hygrometre Fixe et mobile	2026-02-04	Voltaire Tchotchou
PI26095	SEMC	SEMC	Fourniture	9761000	1	Lost	0	Terminé	Closed	Furniture d'une camera thermique et d'un thermometre infrarouge	2026-02-04	Voltaire Tchotchou
PI26096	SEMC	SEMC	Fourniture	377856	1	Lost	0	Terminé	Closed	Fourniture d'un deshumidificateur 10L smart	2026-02-04	Voltaire Tchotchou
PI26097	HBO_Clients	HBO	Fourniture_Pose	1122000	1.2	Lost	0	Terminé	Closed	TRAVAUX D'INSTALLATION SYSTEME ALIMENTATON SOLAIRE DE SECOURS	2026-01-30	PIR
PI26098	SABC_Garoua	Boissons du Cameroun	Fourniture	17921000	1.4	3594926	1	Terminé	Closed	MATERIEL ELECTRIQUE COMPLEMENTAIRE POUR TRAVAUX ECLAIRAGE LIGNE 8 GAROUA	2026-02-05	Rosine Kati
PI26099	SABC_Garoua	Boissons du Cameroun	Fourniture	3380000	1.3	Lost	0	Terminé	Closed	 Console d'intervention 
d'automatisme/instrumentation et sur des 
Controleurs en ligne	2026-02-05	Rosine Kati
PI26100	GUINNESS	GUINNESS SA	Fourniture	0	1	Lost	0	Terminé	Closed	MATERIEL POUR REMPLACEMENT DES COFFRETS ELECTRIQUES OBSOLETES BH	2026-02-05	Marie Solange ABANS
PI26100A	GUINNESS	GUINNESS SA	Fourniture	895440	1	3597961	1	Terminé	Closed	Re: MATERIEL POUR REMPLACEMENT DES COFFRETS ELECTRIQUES OBSOLETES BH	2026-02-05	Marie Solange ABANS
PI26101	SOCAPALM_Eseka	SOCAPALM	Fourniture	0	1	Lost	0	Terminé	Closed	REMISE EN FONCTIONNEMENT PALAN	2026-02-06	Bayemi Kotto Emmanuel
PI26102	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	FOURNITURE ET POSE VARIATEUR 	2026-02-06	Bayemi Kotto Emmanuel
PI26103	DIXSTONE	Dixstone Operations Cameroun	Fourniture	3200000	1	Lost	0	Terminé	Closed	SKGW-2025-020019-B(01)	2026-02-09	Hervige Ngendeme
PI26104	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	5222400	1	Lost	0	Terminé	Closed	RE: DA 3250917 REAPPROVIONNEMENT COMMANDE A THYRISTORS	2026-02-09	Philemon SANDJONG TCHAZOU 
PI26105	SEMC	SEMC	Fourniture	1245514	1.54	Lost	0	Terminé	Closed	DEMANDE D'OFFRE - MATERIEL POUR INTERVENTION TRAVAUX SITE SEMC	2026-02-10	Rosine Kati
PI26108	SABC_Yaounde	Boissons du Cameroun	Reparation	285000	1	Lost	0	Terminé	Closed	URGENT: PANNE CHARIOT ELECTRIQUE SIROPERIE TC	2026-02-10	Christian MBOGOS MBA
PI26107	SABC_Yaounde	Boissons du Cameroun	Reparation	266000	1	Lost	0	Terminé	Closed	DI 258748 dépannage écran MES	2026-02-10	Christian MBOGOS MBA
PI26106	SABC_Yaounde	Boissons du Cameroun	Reparation	285000	1	Lost	0	Terminé	Closed	DI 258746 dépannage moteur avec variateur intégré	2026-02-10	Christian MBOGOS MBA
PI26109	Socapalm Edea Ferme Suisse	SOCAPALM	Maintenance	1545000	1	Lost	0	Terminé	Closed	Proposition maintenance onduleurs et régulateurs Socapalm Edéa 	2026-02-10	Fidele Kenzam
PI26110	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	Supply & Inst. of GENSET PENJA QUARRY - ELECTRICAL	2026-02-10	Benjamin N. Eteh
PI26111	SABC_Ndokoti	Boissons du Cameroun	Fourniture	389500	1	Lost	0	Terminé	Closed	Fourniture des transformateurs d'intensité	2026-02-11	Eric Bisso
PI26112	GUINNESS	GUINNESS SA	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	Démolition et relocalisation des pompes connectées au MCC BBT	2026-02-12	Carelle BELLA ETEME
PI26113	SABC_Koumassi	Boissons du Cameroun	Fourniture	2939000	1.7	Lost	0	Terminé	Closed	PR DE SECURITE // CAPTEUR DE CHLORE LIBRE MEMOSENS CCS51D POUR MESURE DU TAUX DE CHLORE	2026-02-12	Stheve NGAPE LONTE 
PI26114	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	0	1	Lost	0	Terminé	Closed	DA 3254121 REAPPROVISIONNEMENT CARTE CALIA	2026-02-12	Philemon SANDJONG TCHAZOU 
PI26115	SEMC	SEMC	Fourniture	1262500	1.6	Lost	0	Terminé	Closed	DEMANDE D'OFFRE DE CABLE POUR FORAGE N3 SEMC	2026-02-13	Rosine Kati
PI26116	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	34514752	1.63	Lost	0	Terminé	Closed	Cahier de Charge MISE en conformité Armoire Moulin 	2026-02-13	Benjamin BAYANG
PI26117	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	0	1	Lost	0	Terminé	Closed	DCC 2602-17 /Supply of Few Items - ELECTRICAL	2026-02-13	Benjamin N. Eteh
PI26118	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	FOURNITURE ET POSE COFFRET INVERSEUR DE SOURCE TRIBUNAL ESEKA	2026-02-13	Emmanuel Biyong
PI26119	GUINNESS	GUINNESS SA	Fourniture	1012500	1.5	Lost	0	Terminé	Closed	FOURNITURE CABLE 4G4MM2 SOUPLE BLINDE	2026-02-13	Marie Solange ABANS
PI26120	Socapalm Edea Ferme Suisse	SOCAPALM	Fourniture	1013600	1	Lost	0	Terminé	Closed	Fourniture des onduleurs	2026-02-16	Fidele Kenzam
PI26121	GUINNESS	GUINNESS SA		0	1	Lost	0	Terminé	Closed	Démolition et relocalisation des pompes connectées SALLE DE FILTRATION	2026-02-12	Carelle BELLA ETEME
PI26122	SABC_Siege	Boissons du Cameroun	Fourniture	30579560	1	Lost	0	Terminé	Closed	commande projecteurs Région du Littoral	2026-02-17	Alain Serge NOUNY NGASSAM 
PI26123	SABC_Koumassi	Boissons du Cameroun	Fourniture	334400	1	3597291	1	Terminé	Closed	Original O pour livraison (Cadenas)	2026-02-16	Luc Degaul Ngoubeyou
PI26124	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	140000	1	Lost	0	Terminé	Closed	Offre pour 2 électriciens pour les travaux suivant la Demande d'intervention en image 	2026-02-17	Delvis Keumelieu
PI26125	SABC_Ndokoti	Boissons du Cameroun	Fourniture	4104000	1	Lost	0	Terminé	Closed	FOURNITURE D'UN DEMARREUR DE REF: ATS480C48Y	2026-02-18	Ajoumessi Yves
PI26126	GUINNESS	GUINNESS SA	Fourniture	6858656	1.4	Lost	0	Terminé	Closed	APPROVISIONNEMENT PR/ MODULE FESTO POUR LE CO2 PLANT	2026-02-18	Marie Solange ABANS
PI26127	SABC_Ndokoti	Boissons du Cameroun	Fourniture	0	1	Lost	0	Terminé	Closed	COTACTEUR TRIPOLAIRE POUR ZR132 REF:3RT1056-6AP36 	2026-02-18	Yves Ajoumessi
PI26128	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	24432480	1	Lost	0	Terminé	Closed	DCC 2602-20 /160Kw Motor for Air Compresser - ELECTRICAL	2026-02-18	Benjamin N. Eteh
PI26129	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	REMISE À NEUF DU PALAN - USINE ESEKA	2026-02-18	Anne Chantal Ngo Ngidjol
PI26130	SABC_Garoua	Boissons du Cameroun	Fourniture	7435000	1.55	3599866	1	Terminé	Closed	MATERIEL ELECTRIQUE POUR ASSAINISSEMENT CHEMIN DES CABLES  ACCES USINE GAROUA	2026-02-23	Rosine Kati
PI26131	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	Adoucisseur Eseka	2026-02-15	Anne Chantal Ngo Ngidjol
PI26132	SEMC	SEMC	Fourniture	2093280	1	Lost	0	Terminé	Closed	ACHAT MODULE SCALANCE POUR USINE SEMC -------------HBO	2026-02-19	Alain Serge NOUNY NGASSAM 
PI26133	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	195000	1	CM42010626	1	Terminé	Closed	SUPPLY OF HOLE SAW & Cell-Past MM11	2026-02-20	Benjamin N. Eteh
PI24513-1	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	0	1.64	315/2024	1	Terminé	Closed	Installation nouvelle armoire chaudière 1	2024-08-29	
PI26134	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	1200000	1.5	0	1	Terminé	Closed	MAIL DE CONSULTATION POUR REVAMPING COFFRET FOSSES CHAINES 4 ET 5	2026-02-20	Tientcheu Clement
PI26135	GUINNESS	GUINNESS SA	Fourniture	568320	1	Lost	0	Terminé	Closed	remise en service sécurité pal 7	2026-02-23	Marie Solange ABANS
PI26136	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	RFQ- E AND I-DCC2602-25- -Sup. & Inst. square false ceilx LED lamp	2026-02-23	Saurelle Metiegoum
PI26137	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	720000	1	3600080	1	Terminé	Closed	MISE EN CONFORMITE DU COFFRET CHAINE7-CH14	2026-02-23	François Atangana
PI26138	SABC_Ndokoti	Boissons du Cameroun	Fourniture	3791000	1.54	3600063	1	Terminé	Closed	MATERIEL POUR ALIMENTATION PARAMIX CH15 NDOKOTI	2026-02-24	Rosine Kati
PI26139	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	1200000	1.5	Lost	0	Terminé	Closed	MAIL DE CONSULTATION POUR REVAMPING COFFRET FOSSES PET	2026-02-20	Tientcheu Clement
PI26140	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	2900000	1.33	Lost	0	Terminé	Closed	MAIL DE CONSULTATION POUR REVAMPING COFFRET FOSSES EMPOTAGE	2026-02-20	Tientcheu Clement
PI26141	SABC_Garoua	Boissons du Cameroun	Fourniture	4209400	1	Lost	0	Terminé	Closed	MATERIEL POUR CABLAGE POMPE EAU GLYCOLEE MIXEUR L8 GAROUA	2026-02-24	Rosine Kati
PI26142	SEMC	SEMC	Fourniture	0	1	Lost	0	Terminé	Closed	Detecteur souffleuse Chaine 3 SEMC	2026-02-24	Voltaire Tchotchou
PI26143	SABC_Bafoussam	Boissons du Cameroun		0	1	3606371	1	Terminé	Closed	OFFRE POUR FOURNITURE ET REMPLACEMENT DES LAMPES DANS LES BUREAUX	2026-02-24	Anicet GHISLAIN FOKA
PI26144	SABC_Garoua	Boissons du Cameroun	Fourniture	7301920	1	3600264	1	Terminé	Closed	DEMANDE D'OFFRE POUR MATERIEL SIEMENS LIGNE 8 GAROUA	2026-02-25	Rosine Kati
PI26145	SABC_Koumassi	Boissons du Cameroun	Fourniture	376000	1	Regul	1	Terminé	Closed	Fourniture et remplacement des flotteurs sur les bacs des CIP de Koumassi	2026-02-25	Iris Dkouam
PI26146	SEMC	SEMC	Fourniture	0	1	3602595	1	Terminé	Closed	COMPTAGE ENERGIE MACHINES A LAVER	2026-02-25	Voltaire Tchotchou
PI26147	SABC_Koumassi	Boissons du Cameroun	Fourniture	3583665	1	Lost	0	Terminé	Closed	Fourniture et remplacement des flotteurs sur les bacs des CIP de Koumassi	2026-02-25	Iris Dkouam
PI26148	GUINNESS	GUINNESS SA	Fourniture	1477500	1.5	Lost	0	Terminé	Closed	RAVITAILLEMENT PR/ TRANSMETTEUR DE PRESSION	2026-02-25	Marie Solange ABANS
PI26149	SABC_Garoua	Boissons du Cameroun	Fourniture	305400	1	3599872	1	Terminé	Closed	DP 3255413 / INTERRUPTEURS DE NIVEAU A FLOTTEUR POUR MISE EN SERVICE FOSSE DE RELEVAGE DES EAUX USEES LIGNE 8 USINE GAROUA	2026-02-26	Rosine Kati
PI26150	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	APPEL D'OFFRE 3255553 - Réseau OT fibre optique en boucle usine Ndokoti.	2026-02-26	Benjamin BAYANG
PI26151	GUINNESS	GUINNESS SA	Fourniture	1044000	1	Lost	0	Terminé	Closed	DA 3255575 APPROVISIONNEMENT PR/ CAPTEURS DE PRESSION	2026-02-26	Marie Solange ABANS
PI26152	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	0	1	Lost	0	Terminé	Closed	DCC 2602 - 34 / Supply & Inst. of 02 battery laptop + charger	2026-02-26	Benjamin N. Eteh
PI26153	GUINNESS	GUINNESS SA	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	INFILTRATION D'EAU DANS LE MCC FRIDGE PLANT	2026-02-26	Carine MANFOUO NGNINTEDEM
PI26154	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	0	1	Lost	0	Terminé	Closed	DCC 2602 -37 / Supply of Contactors & Control devices - ELECTRICAL	2026-02-26	Benjamin N. Eteh
PI26155	Soticam	SOTICAM	Reparation	462000	1	0	1	Terminé	Closed	Reparation Onduleur	2026-02-27	Hassan ATWI
PI26156	SIAC	Boissons du Cameroun	Fourniture	112000	1	Lost	0	Terminé	Closed	Fourniture des detecteurs de mouvements	2026-03-02	Sylvain Lonchele
PI26157	SIAC	Boissons du Cameroun	Fourniture	0	1	Lost	0	Annulé	Closed	Fourniture d'un disjoncteur moteur GV2ME32A	2026-03-03	Sylvain Lonchele
PI26158	SABC_Koumassi	Boissons du Cameroun	Fourniture	5320000	2	Lost	0	Terminé	Closed	DEMANDE DE PRIX 3240423 / REHABILITATION BOUCLES DE MESURE DE TEMPERATURE DES TOD ET RESERVE	2026-03-04	Stheve NGAPE LONTE 
PI26159	SABC_Koumassi	Boissons du Cameroun	Fourniture	0	1	Lost	0	Terminé	Closed	Duplicateurs 4_20mA pour opto-couplage des signaux analogiques vers 02 utilisation différentes usine KOUMASI	2026-03-04	Cedric NGAKAM
PI26160	DIXSTONE	Dixstone Operations Cameroun	Maintenance	4800000	1	3303005989	1	Terminé	Closed	MR-3295-WIR-Cable Spooling UNIT	2026-03-04	Sarah Edoul
PI26161	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	6954125	1	Lost	0	Terminé	Closed	Fourniture et pose d’un bloc motoriser pour inverseur socomec	2026-03-04	Tientcheu Clement
PI26162	SEMC	SEMC	Fourniture_Pose	3272900	1	Lost	0	Terminé	Closed	Electrification local cuve stockage gasoil	2026-03-04	Voltaire Tchotchou
PI26163	SEMC	SEMC	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	Normalisation coffrets électrique locaux forages SEMC	2026-03-04	Voltaire Tchotchou
PI26164	DIXSTONE	Dixstone Operations Cameroun	Fourniture	3656400	1.5	Lost	0	Terminé	Closed	RIG LUG MR 70940 # RIG MOVE ELECTRICAL MATERIAL	2026-03-04	Marc MILLANGO
PI26165	SABC_Garoua	Boissons du Cameroun	Fourniture	4038720	1	Lost	0	Terminé	Closed	POUR REMPLACEMENT ELECTROVANNE DE LUBRIFICATION DEFECTUEUSES	2026-03-05	Victor William Mpondo Mouyeme
PI26166	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	CDC MISE EN CONFORMITE STATION EAU GLYCOLEE	2026-03-05	Patrick DJAKOU MOUOFO
PI26167	SIAC	Boissons du Cameroun	Fourniture	625800	1	Regul	1	Terminé	Closed	ALIMENTATION PYLONE 	2026-03-06	Sylvain Lonchele
PI26168	SABC_Yaounde	Boissons du Cameroun	Fourniture	144600	1	Lost	0	Terminé	Closed	CDE INTERFACE RELAIS USINE YAOUNDE	2026-03-06	Alain Serge NOUNY NGASSAM 
PI26169	SABC_Koumassi	Boissons du Cameroun	Fourniture	1120000	1	Lost	0	Terminé	Closed	UPS POUR RENFORCER LA SÉCURITÉ DES TRANSFORMATEURS AU BLOC CONDITIONNEMEN	2026-03-06	Victor William Mpondo Mouyeme
PI26170	SABC_Bafoussam	Boissons du Cameroun	Fourniture	0	1	Lost	0	Terminé	Closed	Demande d'offre pour Cartes mémoires usine de Bafoussam	2026-03-06	Rosine Kati
PI26171	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	AUTOMATISATION DE LA REGULATION DU BAC DE RECUPERATION D'EAU LAVEUSE DE BOUTEILLES CHAINE 5	2026-03-06	Aurelien KWANDA
PI26172	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	0	1	CM40007342	1	Terminé	Closed	Supply of Few Spares for PLC/Automation - instrumentation	2026-03-06	Benjamin N. Eteh
PI26173	DANGOTE_Dla	DANGOTE CEMENT SA	Metrologie	6800000	1	Lost	0	Terminé	Closed	AMC - Weighbridges,Scales & Chkweig 2026 - INSTRUMENTATION	2026-03-06	Benjamin N. Eteh
PI26174A	SABC_Koumassi	Boissons du Cameroun	Maintenance	2565000	1.8	Lost	0	Terminé	Closed	REMPLACEMENT DES BATTERIES ONDULEUR 1 30KVA LOCAL ELECTRIQUE BRASSAGE	2026-03-06	HAMO FIKOUE Patrick Aime 
PI26175	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	Assainissement des pompes doseuses des aéros 	2026-03-06	HAMO FIKOUE Patrick Aime 
PI26176	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	Pose et raccordement transmetteur de niveau bac à fuel des chaudières LOOS	2026-03-06	HAMO FIKOUE Patrick Aime 
PI26177	SABC_Bafoussam	Boissons du Cameroun	Fourniture	2082000	1	3606357	1	Terminé	Closed	REMPLACEMENT DES POSITIONNEURS DEFECTUEUX//USINE BAFOUSSAM	2026-03-09	Victor William Mpondo Mouyeme
PI26178	Sodecoton	SODECOTON	Fourniture	3023692	1	Lost	0	Terminé	Closed	DEMANDE DE PRIX N° 56145 MATERIELS REBOBINAGE	2026-03-09	Abdoul Wahab Amadou 
PI26164A	DIXSTONE	Dixstone Operations Cameroun	Fourniture	7848900	1.5	Lost	0	Terminé	Closed	RIG LUG MR 70940 # RIG MOVE ELECTRICAL MATERIAL	2026-03-04	Marc MILLANGO
PI26179	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	0	1	Lost	0	Terminé	Closed	DCC 2603 - 03 /Supply of FILTER,PANEL,RITTAL,SK 3243.100 - INSTRUMENTATION	2026-03-09	Benjamin N. Eteh
PI26180	SLB	SLB	Fourniture	650000	1	Regul	1	Terminé	Closed	Request for Availability and Pricing- Profibus Cables	2026-03-09	Arnaud Valentin DZOGNE 
PI26181	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	467600	1	Lost	0	Terminé	Closed	Fourniture et remplacement des câbles des sondes TOD 6 et 23	2026-03-10	HAMO FIKOUE Patrick Aime 
PI26182	GUINNESS	GUINNESS SA	Fourniture	750000	1.5	3602898	1	Terminé	Closed	RAVITAILLEMENT CABLE POUR CONNECTION POMPE PRT	2026-03-10	Marie Solange ABANS
PI26183	GUINNESS	GUINNESS SA	Fourniture	623616	1	Lost	0	Terminé	Closed	APPROVISONNEMENT PR/FUSIBLE POUR CONDENSEURS GROUPES FROID	2026-03-10	Marie Solange ABANS
PI26184	SABC_Garoua	Boissons du Cameroun	Fourniture	581100	1.45	Lost	0	Terminé	Closed	Materiels nouvelle vannes sur grille TBF usine garoua fonctionnant avec la nouvelle lanterne de la ligne 8	2026-03-10	Cedric NGAKAM
PI26185	SABC_Garoua	Boissons du Cameroun	Fourniture	1937648	1.4	Lost	0	Terminé	Closed	Materiels nouvelle vannes sur grille TBF usine garoua fonctionnant avec la nouvelle lanterne de la ligne 8	2026-03-10	Cedric NGAKAM
PI26186	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	20617950	1	Lost	0	Terminé	Closed	Réaménagement ateliers Chaudronnerie & Mécanique	2026-03-10	HAMO FIKOUE Patrick Aime 
PI26174B	SABC_Koumassi	Boissons du Cameroun	Maintenance	2052000	1.8	Lost	0	Terminé	Closed	REMPLACEMENT DES BATTERIES ONDULEUR 2 30KVA LOCAL ELECTRIQUE BRASSAGE	2026-03-06	HAMO FIKOUE Patrick Aime 
PI26174C	SABC_Koumassi	Boissons du Cameroun	Maintenance	2925000	1.8	Lost	0	Terminé	Closed	REMPLACEMENT DES BATTERIES ONDULEUR BATIMENT ADMINISTRATIF	2026-03-06	HAMO FIKOUE Patrick Aime 
PI26174D	SABC_Koumassi	Boissons du Cameroun	Maintenance	2925000	1.8	Lost	0	Terminé	Closed	REMPLACEMENT DES BATTERIES ONDULEUR LOCAL PET	2026-03-06	HAMO FIKOUE Patrick Aime 
PI26174E	SABC_Koumassi	Boissons du Cameroun	Maintenance	2925000	1.8	Lost	0	Terminé	Closed	REMPLACEMENT DES BATTERIES ONDULEUR TRAITEMENT D'EAU	2026-03-06	HAMO FIKOUE Patrick Aime 
PI26187	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	104453500	1.53	Lost	0	Terminé	Closed	ECLAIRAGE & CLIMATISATION LABORATOIRE L15 USINE NDOKOTI LOT 1	2026-03-11	Rosine Kati
PI26188	SABC_Koumassi	Boissons du Cameroun	Fourniture	0	1	Lost	0	Annulé	Closed	Fourniture d'un coffret précabler pour vaporiseur CO2	2026-03-11	Tientcheu Clement
PI26189	SABC_Bafoussam	Boissons du Cameroun	Fourniture	7543800	1.5	Lost	0	Terminé	Closed	EQUIPEMENTS POUR EQUIPE MOTEURS ET  EQUIPE DE QUART//USINE BAFOUSSAM	2026-03-12	Victor William Mpondo Mouyeme
PI26190	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	37037395	1.58	Lost	0	Terminé	Closed	ECLAIRAGE & CLIMATISATION LABORATOIRE L15 USINE NDOKOTI LOT 2	2026-03-11	Rosine Kati
PI26191	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	ECLAIRAGE & CLIMATISATION LABORATOIRE L15 USINE NDOKOTI LOT 3	2026-03-12	Rosine Kati
PI26192	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	OFFRE POUR PASSAGE CABLES DES SIGNAUX FOSSES DE RELEVAGE 	2026-03-11	Anicet GHISLAIN FOKA
PI26193	SABC_Yaounde	Boissons du Cameroun	Fourniture	2880000	1.5	Lost	0	Terminé	Closed	COMMANDE CABLE RIGIDE POUR 
ASSERVISSEMENT APPOINT D'EAU BACHE 
EAU CHAUDE TC VERS BACHE EAU CHAUDE 
CP ET AUTRES	2026-03-13	Martine KACTHE BIDEG 
PI26194	GUINNESS	GUINNESS SA	Fourniture	0	1	Lost	0	Terminé	Closed	APPROVISIONNEMENT PR/ COLLIER COLRING ET CONNECTEUR M12	2026-03-16	Marie Solange ABANS
PI26195	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	2354750	1	Lost	0	Terminé	Closed	Fourniture et remplacement câbles de puissance calciné sur moteur compresseur GF6	2026-03-16	HAMO FIKOUE Patrick Aime 
PI26196	GUINNESS	GUINNESS SA	Fourniture	1482880	1	3609029	1	Terminé	Closed	Bloc valves pour RTD	2026-03-16	Marie Solange ABANS
PI26197	BOCOM Industry	BOCOM Industry	Fourniture_Pose	224451	1.49	Lost	0	Terminé	Closed	TRAVAUX DE REFECTION ECLAIRAGE - RESIDENCE BOGNE	2026-03-16	Aristote BOGNE
PI26198	BOCOM 	BOCOM PETROLEUM SA	Fourniture_Pose	76539950	1.57	Lost	0	Terminé	Closed	TRAVAUX D'AMELIORATION DU COS PHI	2026-03-16	
PI26199	Socapalm Edea Ferme Suisse	SOCAPALM	Etudes	1965000	1.5	Lost	0	Terminé	Closed	MISE EN CONFORMITE DU SYSTEME DE PROTECTION FOUDRE USINE FERME SUISSE	2026-03-12	Patrick RANDRIAMISATA
PI26200	SABC_Ndokoti	Boissons du Cameroun	Fourniture	0	1	3368169	1	Terminé	Closed	PR DE SECURITE NOUVELLE CIP	2026-03-17	Cedric NGAKAM
PI26201	Sodecoton	SODECOTON	Fourniture	0	1	Lost	0	Terminé	Closed	COMMANDE URGENTE POUR DECORTIQUEUR N° 1	2026-03-17	Abdoul Wahab Amadou 
PI26202	SLB	SLB	Maintenance	0	1	Regul	1	Terminé	Closed	Request for S7-300 API configuration	2026-03-16	
PI26203	SABC_Bafoussam	Boissons du Cameroun	Fourniture	0	1	3606348	1	Terminé	Closed	REMPLACEMENT DIALOGUE OPERATEUR 
CENTRIFUGEUSE DEFECTUEUSE ET PR DE 
SECURITE STATION DILUTION SUCRE	2026-03-18	Victor William Mpondo Mouyeme
PI26204	SABC_Bafoussam	Boissons du Cameroun	Fourniture	0	1	Lost	0	Terminé	Closed	PDR DE SECURITE DISSOLUTION SUCRE ET 
STATION CIP ENTONNEMENT BAFOUSSAM	2026-03-18	Victor William Mpondo Mouyeme
PI26205	SLB	SLB	Installation	350000	1	Lost	0	Terminé	Closed	Configuration PLC	2026-03-18	Arnaud Valentin DZOGNE 
PI26206	DANGOTE_Dla	DANGOTE CEMENT SA	Installation	150000	1.5	Lost	0	Terminé	Closed	TRAVAUX D'ASSISTANCE REMPLACEMENT CENTRALE INCENDIE ALGOREX	2026-03-18	Iloga Gerard
PI26207	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	Installation électrique salle serveurs nouveaux bureaux techniques	2026-03-19	HAMO FIKOUE Patrick Aime 
PI26208	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	RFQ E&I-DCC2602-41-SUPPLY & INST OF TOILET & CORRIDOR LAMPS	2026-03-19	Saurelle Metiegoum
PI26209	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	OFFRE POUR FOURNITURE ET INSTALLATION DES COFFRETS 20X20	2026-03-19	Anicet GHISLAIN FOKA
PI26210	SABC_Garoua	Boissons du Cameroun	Fourniture	2879396	1.45	Lost	0	Terminé	Closed	offre complémentaire matériels pour échanges de signaux nouvelle ligne 8 Garoua	2026-03-23	Cedric NGAKAM
PI26211	SABC_Koumassi	Boissons du Cameroun	Fourniture	80000	1.6	Lost	0	Terminé	Closed	Fourniture cable de commande	2026-03-23	HAMO FIKOUE Patrick Aime 
PI26212	SABC_Koumassi	Boissons du Cameroun	Fourniture	200000	1	Lost	0	Terminé	Closed	Fourniture et remplacement batteries des onduleurs Baie salle à brasser	2026-03-24	HAMO FIKOUE Patrick Aime 
PI26213	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	0	1	3607235	1	Terminé	Closed	DA 3257916 AVERTISSEUR	2026-03-23	Philemon SANDJONG TCHAZOU 
PI26214	CIMAF	CIMAF SA	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	Maintenance Unité d'air(remplacement de filtre)	2026-03-24	Thierry Egin
PI26215	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	FOURNITURE ET INSTALLATION D'UN INVERSEUR DE SOURCE 40A	2026-03-25	HAMO FIKOUE Patrick Aime 
PI26216	SCDP Depot de Mboppi	SCDP	Fourniture_Pose	16486000	1	Lost	0	Terminé	Closed	Rehabilitation Sirene d'alarme Mboppi	2026-03-25	Francois OUNKAP
